,street,house_number,city,state
0,94th Avenue Southeast,4230,Mercer Island,Washington
0,47th Avenue Northeast,4556,Seattle,Washington
0,160th Avenue Southeast,25927,Covington,Washington
0,Northeast 201st Place,5143,Lake Forest Park,Washington
0,NA,NA,Shoreline,Washington
0,NA,NA,Shoreline,Washington
0,Northeast 189th Street,916,Shoreline,Washington
0,21st Avenue Northwest,19414,Shoreline,Washington
0,Northeast 153rd Court,1019,Shoreline,Washington
0,103rd Place Southeast,22123,Kent,Washington
0,South 333rd Street,2032,Federal Way,Washington
0,132nd Avenue Northeast,11605,Kirkland,Washington
0,132nd Avenue Northeast,11605,Kirkland,Washington
0,Cyrus Avenue Northwest,9214,Seattle,Washington
0,Southwest 327th Place,4605,Federal Way,Washington
0,5th Street,1012,Kirkland,Washington
0,Delridge Way Southwest,4134,Seattle,Washington
0,42nd Avenue Northeast,8921,Seattle,Washington
0,2nd Avenue Northwest,6238,Seattle,Washington
0,Southeast 260th Street,19656,Covington,Washington
0,33rd Avenue South,18906,SeaTac,Washington
0,Northeast 136th Place,10514,Kirkland,Washington
0,24th Ave NE,NA,Issaquah,Washington
0,Southeast 28th Place,27594,Sammamish,Washington
0,Southeast 42nd Street,25042,Sammamish,Washington
0,South 357th Street,136,Federal Way,Washington
0,Southeast 152nd Street,26023,Issaquah,Washington
0,156th Place Southeast,15637,Renton,Washington
0,Northeast 90th Street,830,Seattle,Washington
0,81st Avenue Northeast,14426,Kirkland,Washington
0,Northeast 27th Drive,26597,NA,Washington
0,Northeast 30th Place,21859,Sammamish,Washington
0,Stevens Avenue Northwest,410,Renton,Washington
0,Stevens Avenue Northwest,410,Renton,Washington
0,Northeast Cherry Street,26907,Duvall,Washington
0,201st Avenue Southeast,25736,Covington,Washington
0,3rd Avenue South,510,Kent,Washington
0,Roosevelt Way Northeast,13322,Seattle,Washington
0,Northeast 12th Street,NA,NA,Washington
0,28th Avenue Northeast,14033,Seattle,Washington
0,Northeast 55th Street,334,Seattle,Washington
0,Northeast 182nd Place,15446,Woodinville,Washington
0,Southeast Fairwood Boulevard,15008,Renton,Washington
0,Northeast 142nd Street,8128,Kirkland,Washington
0,164th Avenue Southeast,29440,Kent,Washington
0,91st Place Northeast,13611,Kirkland,Washington
0,Southwest 321st Street,618,Federal Way,Washington
0,167th Place Southeast,25417,Covington,Washington
0,South 112th Street,7901,Seattle,Washington
0,Southwest Bank Road,10753,Vashon,Washington
0,26th Avenue West,4201,Seattle,Washington
0,South 170th Street,4809,SeaTac,Washington
0,Northeast 136th Street,1740,Seattle,Washington
0,North 59th Street,2342,Seattle,Washington
0,Northwest 88th Street,308,Seattle,Washington
0,Westmont Way West,2546,Seattle,Washington
0,Northwest 77th Street,352,Seattle,Washington
0,Northeast 15th Place,NA,Bellevue,Washington
0,South 250th Street,2216,Kent,Washington
0,210th Avenue Northeast,6019,Redmond,Washington
0,Northeast 112th Street,10455,Kirkland,Washington
0,Southeast 277th Place,21325,Maple Valley,Washington
0,South 150th Place,5671,Tukwila,Washington
0,130th Avenue Southeast,15015,Renton,Washington
0,Southeast 92nd Street,14212,NA,Washington
0,NA,NA,Lake Forest Park,Washington
0,Northeast 55th Street,15571,Redmond,Washington
0,Northeast 128th Way,12717,Cottage Lake,Washington
0,170th Avenue Northeast,12901,Cottage Lake,Washington
0,157th Avenue Northeast,10594,Redmond,Washington
0,Fremont Place North,16311,Shoreline,Washington
0,Northwest 56th Street,1103,Seattle,Washington
0,6th Avenue Northwest,18591,Shoreline,Washington
0,Southeast 187th Place,10416,Renton,Washington
0,109th Avenue Southeast,1094,Bellevue,Washington
0,Southeast 9th Way,27001,Sammamish,Washington
0,Southwest 316th Street,2411,Federal Way,Washington
0,5th Street Southeast,910,Auburn,Washington
0,103rd Avenue Northeast,13936,Kirkland,Washington
0,Northeast 83rd Street,828,Seattle,Washington
0,South Holden Street,4813,Seattle,Washington
0,Northeast 153rd Place,7010,Kenmore,Washington
0,11th Avenue Northeast,5242,Seattle,Washington
0,121st Place Southeast,30404,Auburn,Washington
0,Southwest 339th Place,3501,Federal Way,Washington
0,Northwest Bowdoin Place,220,Seattle,Washington
0,264th Place Southeast,2018,Sammamish,Washington
0,Southeast 5th Street,16000,Bellevue,Washington
0,41st Avenue Southwest,10020,Seattle,Washington
0,Northeast 202nd Place,19522,Woodinville,Washington
0,Northeast 204th Street,6828,Kenmore,Washington
0,30th Place Northeast,2499,Issaquah,Washington
0,South 206th Street,922,Des Moines,Washington
0,121st Avenue Southeast,16820,Renton,Washington
0,11th Avenue West,1910,Seattle,Washington
0,Northeast 204th Place,10626,Bothell,Washington
0,Northeast 134th Street,23726,NA,Washington
0,183rd Place Northeast,15999,Cottage Lake,Washington
0,215th Avenue Southeast,27744,Maple Valley,Washington
0,Northeast 170th Street,594,Shoreline,Washington
0,12th Avenue Northeast,14849,Shoreline,Washington
0,12th Avenue Northeast,14849,Shoreline,Washington
0,Southeast Fall City-Snoqualmie Road,NA,NA,Washington
0,Northeast 144th Place,NA,Cottage Lake,Washington
0,36th Avenue Northeast,16142,Lake Forest Park,Washington
0,166th Place Southeast,16908,Renton,Washington
0,177th Avenue Northeast,1831,Bellevue,Washington
0,Southeast 315th Street,11740,Auburn,Washington
0,North 54th Street,1606,Seattle,Washington
0,NA,NA,Issaquah,Washington
0,South Rose Street,711,Seattle,Washington
0,286th Place Northeast,4715,NA,Washington
0,17th Avenue South,23045,Des Moines,Washington
0,Southeast 201st Street,23033,Maple Valley,Washington
0,163rd Place Southeast,16727,Renton,Washington
0,Saybrook Drive Northeast,16383,Cottage Lake,Washington
0,Northeast Marion Lane,3437,Issaquah,Washington
0,South Orcas Street,4810,Seattle,Washington
0,31st Place South,6921,Seattle,Washington
0,221st Avenue Southeast,27621,Maple Valley,Washington
0,Klahanie Drive Southeast,NA,Sammamish,Washington
0,Southeast 8th Street,16618,Bellevue,Washington
0,27th Avenue Northwest,6731,Seattle,Washington
0,123rd Place Southeast,22212,Kent,Washington
0,22nd Avenue Northeast,12019,Seattle,Washington
0,Southeast 10th Street,NA,Sammamish,Washington
0,Harding Street,1122,Enumclaw,Washington
0,71st Avenue Northeast,15908,Kenmore,Washington
0,105th Avenue Northeast,6302,Kirkland,Washington
0,Lenora Place North,14028,Seattle,Washington
0,76th Court Northeast,12350,Kirkland,Washington
0,84th Avenue Northeast,12411,Kirkland,Washington
0,23rd Avenue South,6440,Seattle,Washington
0,23rd Place South,25107,Kent,Washington
0,Southeast 269th Street,19220,Covington,Washington
0,Southeast 248th Street,9704,Kent,Washington
0,South 176th Street,4418,SeaTac,Washington
0,91st Avenue Northeast,19229,Bothell,Washington
0,236th Court Southeast,27617,Maple Valley,Washington
0,25th Avenue West,NA,Seattle,Washington
0,151st Avenue Northeast,7391,Redmond,Washington
0,Quincy Avenue Southeast,5211,Auburn,Washington
0,36th Avenue Southwest,31309,Federal Way,Washington
0,Northeast 168th Street,11902,Bothell,Washington
0,26th Avenue Northeast,1700,Issaquah,Washington
0,Northeast 29th Street,23388,Sammamish,Washington
0,Southwest 119th Street,1203,Burien,Washington
0,Southwest 309th Street,3631,Federal Way,Washington
0,East Mercer Street,NA,Seattle,Washington
0,Exeter Avenue Northeast,10700,Seattle,Washington
0,233rd Place Northeast,8799,Union Hill-Novelty Hill,Washington
0,Kanaskat-Kangley Road Southeast,30458,NA,Washington
0,86th Avenue Northeast,17647,Bothell,Washington
0,141st Avenue Southeast,26020,Kent,Washington
0,Southeast 202nd Street,23819,Maple Valley,Washington
0,East Reitze Street,32365,Carnation,Washington
0,29th Avenue,121,Seattle,Washington
0,Northeast 146th Street,1812,Shoreline,Washington
0,157th Avenue Southeast,5098,Bellevue,Washington
0,1st Avenue Northeast,14814,Duvall,Washington
0,Ferndale Avenue Northeast,426,Renton,Washington
0,Southeast 154th Place,27230,Issaquah,Washington
0,15th Place South,25811,Des Moines,Washington
0,24th Avenue Northeast,6525,Seattle,Washington
0,Northeast 164th Street,7009,Kenmore,Washington
0,Davis Avenue South,2023,Renton,Washington
0,104th Place Northeast,13611,Kirkland,Washington
0,59th Avenue South,9916,Seattle,Washington
0,South 357th Street,2604,Federal Way,Washington
0,Southeast 140th Street,16805,NA,Washington
0,West Lake Sammamish Parkway Northeast,599,Bellevue,Washington
0,Northeast 184th Place,14598,Woodinville,Washington
0,South 198th Street,3401,SeaTac,Washington
0,South 253rd Street,3405,Kent,Washington
0,Northeast 107th Street,2554,Seattle,Washington
0,Northeast 120th Way,17801,Redmond,Washington
0,Northwest Datewood Drive,748,Issaquah,Washington
0,Kenlake Place Northeast,19003,Kenmore,Washington
0,48th Avenue South,5011,Seattle,Washington
0,Northeast 94th Street,1735,Seattle,Washington
0,K Street Northeast,3017,Auburn,Washington
0,169th Avenue Southeast,25374,Covington,Washington
0,Main Street,12825,Bellevue,Washington
0,147th Avenue Northeast,6577,Redmond,Washington
0,239th Place Northeast,5420,Union Hill-Novelty Hill,Washington
0,25th Avenue South,733,Seattle,Washington
0,Lakeside Avenue Northeast,10650,Seattle,Washington
0,Northeast 69th Street,21830,Union Hill-Novelty Hill,Washington
0,Northeast 133rd Street,18797,Cottage Lake,Washington
0,Northeast 145th Street,10423,Kirkland,Washington
0,Northwest 86th Street,2329,Seattle,Washington
0,Northeast 164th Street,12477,Woodinville,Washington
0,179th Place Northeast,12095,Redmond,Washington
0,7th Avenue,111,Kirkland,Washington
0,Wilson Avenue South,5610,Seattle,Washington
0,25th Avenue,306,Seattle,Washington
0,Northeast 164th Street,172,Shoreline,Washington
0,24th Avenue Northeast,14040,Seattle,Washington
0,337th Place Southeast,7402,NA,Washington
0,Southeast 46th Street,9360,Mercer Island,Washington
0,Southeast 8th Place,23999,Sammamish,Washington
0,2nd Avenue Southwest,18629,NA,Washington
0,Sycamore Drive Southeast,1174,Issaquah,Washington
0,Occidental Avenue South,NA,Des Moines,Washington
0,237th Place Southeast,27616,Maple Valley,Washington
0,South Rose Street,754,Seattle,Washington
0,38th Avenue Southwest,3008,Seattle,Washington
0,Greenwood Avenue North,9241,Seattle,Washington
0,Northeast 174th Street,291,Shoreline,Washington
0,Skagit Key,45,Bellevue,Washington
0,Northeast 7th Street,2102,Renton,Washington
0,Southeast 79th Place,15565,NA,Washington
0,Northeast 8th Court,3812,Renton,Washington
0,199th Place Northeast,16975,Cottage Lake,Washington
0,109th Avenue Northeast,4810,Kirkland,Washington
0,Walnut Avenue Southwest,2201,Seattle,Washington
0,146th Avenue Southeast,19009,Renton,Washington
0,Northeast Natalie Way,2163,Issaquah,Washington
0,Southeast 214th Street,12632,Kent,Washington
0,133rd Avenue Southeast,4231,Bellevue,Washington
0,164th Avenue Northeast,14641,NA,Washington
0,Southeast 384th Street,29320,Enumclaw,Washington
0,Northeast 48th Place,11711,Kirkland,Washington
0,28th Avenue Northeast,14845,Shoreline,Washington
0,Sunrise Drive,10624,Bothell,Washington
0,Southeast 41st Street,25636,Sammamish,Washington
0,Southeast 384th Street,18216,Auburn,Washington
0,24th Avenue Southwest,14930,Burien,Washington
0,17th Drive Southeast,2404,Auburn,Washington
0,42nd Avenue Southwest,3920,Seattle,Washington
0,Northeast 157th Street,15705,Woodinville,Washington
0,West Lake Sammamish Parkway Southeast,2596,Bellevue,Washington
0,South 119th Street,5531,Seattle,Washington
0,Northeast 171st Street,2006,Shoreline,Washington
0,North Park Avenue North,16367,Shoreline,Washington
0,South 234th Street,1757,Des Moines,Washington
0,11th Avenue Northeast,16875,Shoreline,Washington
0,Northeast 10th Place,14326,Bellevue,Washington
0,Southeast 279th Street,22712,Maple Valley,Washington
0,E Street Southeast,107,Auburn,Washington
0,Northeast 54th Street,22933,Union Hill-Novelty Hill,Washington
0,Northeast 48th Street,10905,Kirkland,Washington
0,119th Place Northeast,16808,Bothell,Washington
0,South 224th Street,3043,Des Moines,Washington
0,41st Avenue East,2305,Seattle,Washington
0,Beacon Way Southeast,1632,Renton,Washington
0,255th Avenue Southeast,14710,Issaquah,Washington
0,Southeast 8th Place,2415,Renton,Washington
0,101st Place Northeast,1832,Bellevue,Washington
0,165th Place Southeast,5655,Bellevue,Washington
0,South Austin Street,4631,Seattle,Washington
0,Southeast 191st Place,12727,Renton,Washington
0,25th Drive South,27555,Federal Way,Washington
0,215th Avenue Southeast,34644,Auburn,Washington
0,Northeast 51st Street,16238,Redmond,Washington
0,173rd Way Southeast,18563,Renton,Washington
0,Ashworth Avenue North,3526,Seattle,Washington
0,2nd Avenue Southwest,10651,Seattle,Washington
0,48th Avenue South,7417,Seattle,Washington
0,21st Avenue Southwest,15409,Burien,Washington
0,101st Place Northeast,14117,Kirkland,Washington
0,Southeast 160th Street,12669,Renton,Washington
0,16th Avenue,328,Seattle,Washington
0,Northeast 65th Street,10230,Kirkland,Washington
0,Bellavista Avenue South,3417,Seattle,Washington
0,South Myrtle Street,4628,Seattle,Washington
0,168th Avenue Southeast,1947,Bellevue,Washington
0,102nd Avenue Northeast,15014,Bothell,Washington
0,Forest Drive Southeast,5295,Bellevue,Washington
0,Cascadia Avenue South,3809,Seattle,Washington
0,Northeast 158th Street,19850,Cottage Lake,Washington
0,13th Avenue South,31223,Federal Way,Washington
0,Southeast 237th Place,19009,Kent,Washington
0,Southeast 297th Street,22455,NA,Washington
0,South 189th Place,3735,SeaTac,Washington
0,9th Avenue Southwest,7927,Seattle,Washington
0,104th Avenue Northeast,14731,Bothell,Washington
0,29th Place Southwest,10704,Seattle,Washington
0,Northeast 44th Place,13898,Bellevue,Washington
0,Northeast 131st Place,510,Seattle,Washington
0,3rd Avenue Northwest,6556,Seattle,Washington
0,227th Court Southeast,26430,Maple Valley,Washington
0,Northeast 169th Street,21126,Cottage Lake,Washington
0,Southwest 327th Place,4112,Federal Way,Washington
0,North 197th Place,1625,Shoreline,Washington
0,428th Place Southeast,17190,NA,Washington
0,183rd Avenue Northeast,15670,Cottage Lake,Washington
0,Kennedy Place Northeast,26599,Duvall,Washington
0,Southeast 47th Place,15499,Bellevue,Washington
0,North 101st Street,136,Seattle,Washington
0,57th Avenue South,32708,Auburn,Washington
0,Wallingford Avenue North,20009,Shoreline,Washington
0,Southeast 39th Way,25695,Sammamish,Washington
0,62nd Avenue Southwest,3420,Seattle,Washington
0,Northwest 83rd Street,1417,Seattle,Washington
0,14th Court Northeast,19092,Shoreline,Washington
0,42nd Avenue South,4009,Seattle,Washington
0,35th Avenue Northeast,10538,Seattle,Washington
0,37th Avenue South,6750,Seattle,Washington
0,9th Avenue Southwest,10231,Seattle,Washington
0,Southeast 26th Place,16641,Bellevue,Washington
0,Northeast 183rd Street,9215,Bothell,Washington
0,235th Court Southeast,25031,Maple Valley,Washington
0,Larsen Avenue,3420,Enumclaw,Washington
0,242nd Drive Southeast,992,Sammamish,Washington
0,Index Place Southeast,257,Renton,Washington
0,Northeast 12th Street,15085,Bellevue,Washington
0,Glennwood Court Southeast,301,Renton,Washington
0,Northeast 62nd Street,14073,Redmond,Washington
0,31st Avenue South,2733,Seattle,Washington
0,Lafromboise Street,1943,Enumclaw,Washington
0,147th Avenue Northeast,7998,Redmond,Washington
0,Northeast 34th Place,17000,Bellevue,Washington
0,Northeast 107th Place,11507,Kirkland,Washington
0,Northeast Mulberry Street,3261,Issaquah,Washington
0,Northeast 143rd Street,8618,Kirkland,Washington
0,North 47th Street,1715,Seattle,Washington
0,Northeast 204th Street,15069,Woodinville,Washington
0,2nd Avenue Southwest,32808,Federal Way,Washington
0,20th Avenue Northeast,2621,Issaquah,Washington
0,Southeast 16th Street,22769,Sammamish,Washington
0,Northeast 71st Street,20440,NA,Washington
0,109th Avenue Southeast,21327,Kent,Washington
0,123rd Place Southeast,28123,Kent,Washington
0,Southeast 188th Way,14008,Renton,Washington
0,Northeast 180th Street,5652,Kenmore,Washington
0,Northeast 55th Street,4506,Seattle,Washington
0,15th Avenue,349,Seattle,Washington
0,Southwest Thistle Street,4025,Seattle,Washington
0,Northeast 58th Street,4346,Seattle,Washington
0,4th Street Northeast,321,Auburn,Washington
0,Bagley Place North,17627,Shoreline,Washington
0,33rd Avenue South,4523,Seattle,Washington
0,South Lander Street,2010,Seattle,Washington
0,South 365th Place,2533,Federal Way,Washington
0,Southeast 270th Street,12421,Kent,Washington
0,Southeast 265th Street,17203,Covington,Washington
0,35th Place South,24315,Kent,Washington
0,89th Avenue Northeast,14002,Kirkland,Washington
0,117th Avenue Northeast,14083,Kirkland,Washington
0,Northeast 156th Place,19742,Cottage Lake,Washington
0,Northeast 198th Street,7811,Kenmore,Washington
0,South 304th Street,2231,Federal Way,Washington
0,Southeast 141st Street,13717,Renton,Washington
0,Northeast 55th Street,32012,NA,Washington
0,Northeast 140th Street,1914,Seattle,Washington
0,Northeast 188th Place,13536,Woodinville,Washington
0,Northeast 180th Street,3116,Lake Forest Park,Washington
0,2nd Avenue Northeast,15493,Shoreline,Washington
0,84th Avenue Northeast,322,NA,Washington
0,101st Place Southeast,849,Bellevue,Washington
0,Southeast 252nd Place,12034,Kent,Washington
0,Northeast 109th Street,4034,Seattle,Washington
0,Northeast 109th Street,4034,Seattle,Washington
0,108th Place Northeast,14423,Kirkland,Washington
0,258th Way Southeast,4004,Sammamish,Washington
0,South 381st Way,3102,Auburn,Washington
0,79th Way Northeast,11442,Kirkland,Washington
0,South 174th Street,121,Burien,Washington
0,South 294th Place,151,Federal Way,Washington
0,SR 520 Trail,NA,NA,Washington
0,1st Avenue Southwest,13610,Burien,Washington
0,22nd Street Northeast,1402,Auburn,Washington
0,Pelly Avenue North,310,Renton,Washington
0,Southeast 131st Street,16049,Renton,Washington
0,Garfield Street,3220,Enumclaw,Washington
0,20th Avenue Northwest,8348,Seattle,Washington
0,206th Terrace Northeast,2800,Sammamish,Washington
0,Southeast 63rd Street,NA,NA,Washington
0,107th Place Northeast,11410,Kirkland,Washington
0,118th Avenue Northeast,13219,Kirkland,Washington
0,Northeast 182nd Court,2401,Shoreline,Washington
0,Newport Way Northwest,NA,Issaquah,Washington
0,Southeast 201st Street,14034,Kent,Washington
0,90th Avenue Southeast,3754,Mercer Island,Washington
0,Southeast 4th Street,2755,Renton,Washington
0,West Newell Street,903,Seattle,Washington
0,West Prospect Street,303,Seattle,Washington
0,108th Avenue Northeast,19812,Bothell,Washington
0,Northeast 60th Street,6010,Seattle,Washington
0,35th Avenue South,3415,Seattle,Washington
0,South Tobin Street,205,Renton,Washington
0,108th Place Northeast,14815,Bothell,Washington
0,37th Avenue Southwest,9022,Seattle,Washington
0,Southeast 30th Street,27587,Sammamish,Washington
0,55th Avenue South,10425,Seattle,Washington
0,Southeast 264th Street,11727,Kent,Washington
0,16th Avenue South,3404,Seattle,Washington
0,Northeast 4th Court,2813,Renton,Washington
0,Southwest 140th Street,1634,Burien,Washington
0,94th Avenue Southwest,17400,Vashon,Washington
0,Southeast Ridge Street,NA,Snoqualmie,Washington
0,10th Place South,27318,Des Moines,Washington
0,1st Avenue Southeast,400,Issaquah,Washington
0,224th Place Northeast,1201,Sammamish,Washington
0,32nd Avenue Southwest,9038,Seattle,Washington
0,54th Lane Northeast,20374,Lake Forest Park,Washington
0,147th Avenue Southeast,1786,Bellevue,Washington
0,32nd Avenue Southwest,7157,Seattle,Washington
0,North 5th Street,1006,Renton,Washington
0,North 46th Street,513,Seattle,Washington
0,South 313th Street,1236,Federal Way,Washington
0,Northeast 151st Street,10507,Bothell,Washington
0,Southeast 308th Street,13016,Auburn,Washington
0,Northeast 156th Street,21387,Cottage Lake,Washington
0,North 32nd Street,1104,Renton,Washington
0,Eastern Avenue North,3830,Seattle,Washington
0,Northeast 70th Street,4514,Seattle,Washington
0,190th Avenue Southeast,17207,Renton,Washington
0,15th Avenue Northeast,NA,Seattle,Washington
0,Northeast 22nd Court,21698,Sammamish,Washington
0,182nd Avenue Northeast,9103,Redmond,Washington
0,3rd Avenue South,30437,Federal Way,Washington
0,Fremont Avenue North,18514,Shoreline,Washington
0,19th Place South,26524,Des Moines,Washington
0,Northeast 97th Street,2048,Seattle,Washington
0,126th Avenue Northeast,6229,Kirkland,Washington
0,Southeast 9th Street,15446,Bellevue,Washington
0,West Mercer Way,NA,Mercer Island,Washington
0,Southeast 47th Street,15826,Bellevue,Washington
0,Northeast 97th Street,13131,Kirkland,Washington
0,29th Avenue Southwest,11639,Burien,Washington
0,108th Avenue Northeast,2748,Bellevue,Washington
0,19th Place South,29325,Federal Way,Washington
0,Alki Avenue Southwest,1768,Seattle,Washington
0,171st Place Northeast,805,Bellevue,Washington
0,West Lake Sammamish Parkway Southeast,2314,Bellevue,Washington
0,162nd Place Southeast,NA,Bellevue,Washington
0,South 225th Street,1656,Des Moines,Washington
0,22nd Avenue East,1226,Seattle,Washington
0,49th Avenue Southwest,6554,Seattle,Washington
0,Northwest 57th Street,2427,Seattle,Washington
0,Hi Crest Drive,326,Auburn,Washington
0,Southeast 151st Place,44501,NA,Washington
0,133rd Place Southeast,19335,Renton,Washington
0,102nd Place Northeast,2695,Bellevue,Washington
0,NA,NA,Bellevue,Washington
0,Northeast 157th Street,15705,Woodinville,Washington
0,15th Avenue,360,Kirkland,Washington
0,North 169th Street,563,Shoreline,Washington
0,Northeast 29th Place,10077,Bellevue,Washington
0,108th Avenue Northeast,4804,Kirkland,Washington
0,48th Place Southwest,31445,Federal Way,Washington
0,154th Avenue Southeast,4070,Bellevue,Washington
0,145th Avenue Southeast,1375,Bellevue,Washington
0,270th Place Northeast,NA,Duvall,Washington
0,South 248th Street,3401,Kent,Washington
0,7th Avenue Northeast,19530,Shoreline,Washington
0,Southwest 347th Street,1006,Federal Way,Washington
0,Wallingford Avenue North,3514,Seattle,Washington
0,35th Avenue Northeast,12702,Seattle,Washington
0,Blaine Avenue,30406,NA,Washington
0,119th Avenue Southeast,16522,Renton,Washington
0,12th Avenue Southwest,8133,Seattle,Washington
0,220th Place Northeast,1461,Sammamish,Washington
0,220th Place Northeast,1461,Sammamish,Washington
0,Southeast 15th Place,22560,Sammamish,Washington
0,Northeast 124th Place,23192,NA,Washington
0,Nuthatch Trail,NA,Union Hill-Novelty Hill,Washington
0,Boyer Avenue East,2171,Seattle,Washington
0,Reiten Road,433,Kent,Washington
0,Olympic Rise,201,Kent,Washington
0,Parkside Drive East,1239,Seattle,Washington
0,Northeast 137th Place,8530,Kirkland,Washington
0,Occidental Avenue South,12648,Burien,Washington
0,Lake Alice Road Southeast,7294,NA,Washington
0,157th Place Southeast,2256,Bellevue,Washington
0,102nd Avenue Northeast,12701,Kirkland,Washington
0,Phillips Avenue,3482,Enumclaw,Washington
0,Southeast 228th Place,11909,Kent,Washington
0,Southeast 238th Lane,14008,Kent,Washington
0,202nd Avenue Southeast,28728,Kent,Washington
0,Northeast 105th Place,16424,Redmond,Washington
0,Southeast 268th Street,22036,Maple Valley,Washington
0,34th Avenue Southwest,3812,Seattle,Washington
0,Southeast 47th Place,NA,Bellevue,Washington
0,East Lake Sammamish Shore Lane Southeast,NA,Sammamish,Washington
0,Northeast 123rd Street,10626,Kirkland,Washington
0,278th Court Southeast,2499,Sammamish,Washington
0,Southeast Auburn Black Diamond Road,19036,Auburn,Washington
0,114th Lane Southeast,17162,Renton,Washington
0,South 235th Place,1330,Des Moines,Washington
0,Northeast 145th Street,32598,NA,Washington
0,6th Place Southwest,30520,Federal Way,Washington
0,6th Place Southwest,30520,Federal Way,Washington
0,34th Avenue South,13518,Tukwila,Washington
0,10th Avenue Southwest,7936,Seattle,Washington
0,Sand Point Way Northeast,10646,Seattle,Washington
0,37th Place South,3219,Seattle,Washington
0,5th Lane,1317,Kirkland,Washington
0,Northeast 167th Street,7717,Kenmore,Washington
0,221st Avenue Northeast,921,Sammamish,Washington
0,Roosevelt Way Northeast,6709,Seattle,Washington
0,Southwest 104th Street,3906,Seattle,Washington
0,Southeast 358th Street,30718,Enumclaw,Washington
0,Southeast 14th Street,10456,Bellevue,Washington
0,Southeast 26th Street,20386,Sammamish,Washington
0,36th Place Northeast,18515,Lake Forest Park,Washington
0,Southeast 282nd Street,22923,Maple Valley,Washington
0,54th Avenue Northeast,4415,Seattle,Washington
0,51st Avenue Northeast,18816,Lake Forest Park,Washington
0,North 79th Street,508,Seattle,Washington
0,84th Avenue Southeast,2999,Mercer Island,Washington
0,Southeast 255th Street,22322,Maple Valley,Washington
0,19th Avenue South,830,Seattle,Washington
0,East Maple Street,1405,Kent,Washington
0,32nd Court Southwest,33819,Federal Way,Washington
0,11th Avenue West,2537,Seattle,Washington
0,39th Avenue South,28002,Auburn,Washington
0,Beach Drive Northeast,15598,Lake Forest Park,Washington
0,4th Avenue Northeast,4402,Seattle,Washington
0,Northeast Daphne Street,2443,Issaquah,Washington
0,42nd Avenue Southwest,5012,Seattle,Washington
0,Martin Luther King Junior Way South,913,Seattle,Washington
0,Northeast Union Hill Road,7210,Union Hill-Novelty Hill,Washington
0,176th Place Southeast,5808,Bellevue,Washington
0,23rd Place Northeast,14323,Seattle,Washington
0,23rd Place Northeast,14323,Seattle,Washington
0,223rd Place Northeast,998,Sammamish,Washington
0,223rd Place Northeast,998,Sammamish,Washington
0,Rainier Avenue South,11120,Seattle,Washington
0,South 332nd Place,4334,Federal Way,Washington
0,246th Place Southeast,4284,Sammamish,Washington
0,240th Way Southeast,1431,Sammamish,Washington
0,Northwest Market Street,643,Seattle,Washington
0,Palatine Avenue North,6500,Seattle,Washington
0,3rd Avenue South,20611,Des Moines,Washington
0,Northeast 198th Street,16342,Woodinville,Washington
0,231st Place Northeast,1800,Sammamish,Washington
0,East Mercer Way,NA,Mercer Island,Washington
0,South Lucile Street,2001,Seattle,Washington
0,91st Avenue Southeast,4330,Mercer Island,Washington
0,North Park Avenue North,19578,Shoreline,Washington
0,217th Place Northeast,3350,Sammamish,Washington
0,183rd Avenue Northeast,15626,Cottage Lake,Washington
0,North 97th Street,721,Seattle,Washington
0,33rd Avenue Northeast,6056,Seattle,Washington
0,Smithers Avenue South,440,Renton,Washington
0,Northwest 132nd Street,115,Seattle,Washington
0,Florence Street,1156,Enumclaw,Washington
0,Northeast 11th Place,22354,Sammamish,Washington
0,NA,NA,NA,Washington
0,91st Place Northeast,15121,Bothell,Washington
0,Southeast 141st Street,14011,Renton,Washington
0,East Denny Way,1814,Seattle,Washington
0,24th Ave NE,NA,Issaquah,Washington
0,Northeast 134th Street,15798,NA,Washington
0,Northeast 132nd Street,22860,NA,Washington
0,Southwest 308th Place,2426,Federal Way,Washington
0,NA,NA,NA,Washington
0,Northwest 127th Street,603,Seattle,Washington
0,Northeast 28th Place,10364,Bellevue,Washington
0,29th Avenue Northwest,7741,Seattle,Washington
0,252nd Place Northeast,6331,Union Hill-Novelty Hill,Washington
0,Ashworth Avenue North,3812,Seattle,Washington
0,Southeast Fairwood Boulevard,15041,Renton,Washington
0,262nd Place Southeast,2520,Sammamish,Washington
0,169th Avenue Southeast,32036,Auburn,Washington
0,3rd Avenue Northwest,7615,Seattle,Washington
0,175th Place Northeast,1300,Bellevue,Washington
0,13th Avenue West,2547,Seattle,Washington
0,75th Avenue Northeast,14039,Kirkland,Washington
0,Southeast 133rd Court,15323,Renton,Washington
0,118th Place Southeast,23310,Kent,Washington
0,Southwest 313th Court,910,Federal Way,Washington
0,Northeast 102nd Place,22432,Union Hill-Novelty Hill,Washington
0,NA,NA,Covington,Washington
0,Southeast 291st Street,21411,Kent,Washington
0,Northeast 136th Place,12010,Kirkland,Washington
0,62nd Avenue South,10017,Seattle,Washington
0,North 96th Street,741,Seattle,Washington
0,Northwest 83rd Street,124,Seattle,Washington
0,4th Avenue Northwest,6211,Seattle,Washington
0,233rd Avenue Northeast,2189,Sammamish,Washington
0,188th Avenue Southeast,24848,Kent,Washington
0,19th Avenue Northwest,7360,Seattle,Washington
0,8th Avenue Northeast,14875,Shoreline,Washington
